,Track,Artist,Region,Country,Sub_Region,Track_n_Region,days_on_chart,first_appeared_date
940985,"我不歸去 - 劇集 ""射鵰英雄傳"" 片尾曲",Kayee Tam,hk,Hong Kong,Eastern Asia,"我不歸去 - 劇集 ""射鵰英雄傳"" 片尾曲 hk",1,5/11/2017
940998,Ain't No Mountain High Enough,Marvin Gaye,hk,Hong Kong,Eastern Asia,Ain't No Mountain High Enough hk,1,12/31/2016
941002,Twist And Shout - Remastered 2009,The Beatles,hk,Hong Kong,Eastern Asia,Twist And Shout - Remastered 2009 hk,1,12/31/2016
941003,到此為止,連詩雅,hk,Hong Kong,Eastern Asia,到此為止 hk,2,1/4/2017
941013,Beautiful People Beautiful Problems (feat. Stevie Nicks),Lana Del Rey,hk,Hong Kong,Eastern Asia,Beautiful People Beautiful Problems (feat. Stevie Nicks) hk,1,7/20/2017
941027,青花瓷,周杰倫,hk,Hong Kong,Eastern Asia,青花瓷 hk,1,1/16/2017
941028,聽爸爸的話,周杰倫,hk,Hong Kong,Eastern Asia,聽爸爸的話 hk,1,1/16/2017
941040,Cash Out,Calvin Harris,hk,Hong Kong,Eastern Asia,Cash Out hk,2,6/29/2017
941046,We Are Young (feat. Janelle Monáe) - feat. Janelle Monae,fun.,hk,Hong Kong,Eastern Asia,We Are Young (feat. Janelle Monáe) - feat. Janelle Monae hk,1,12/31/2016
941072,誰令妳心痴,張國榮,hk,Hong Kong,Eastern Asia,誰令妳心痴 hk,1,3/31/2017
941083,I Wanna Be With You,Mandy Moore,hk,Hong Kong,Eastern Asia,I Wanna Be With You hk,1,2/13/2017
941084,ALWAYS,Yoon Mirae,hk,Hong Kong,Eastern Asia,ALWAYS hk,2,7/5/2017
941107,Billie Jean,Michael Jackson,hk,Hong Kong,Eastern Asia,Billie Jean hk,1,12/31/2016
941110,Iris,The Goo Goo Dolls,hk,Hong Kong,Eastern Asia,Iris hk,1,2/13/2017
941112,Never Be Like You,Flume,hk,Hong Kong,Eastern Asia,Never Be Like You hk,1,2/12/2017
941116,On My Way,Tiësto,hk,Hong Kong,Eastern Asia,On My Way hk,1,1/12/2017
941121,I Knew You Were Trouble.,Taylor Swift,hk,Hong Kong,Eastern Asia,I Knew You Were Trouble. hk,1,6/12/2017
941138,Dangerously,Charlie Puth,hk,Hong Kong,Eastern Asia,Dangerously hk,1,8/16/2017
941145,What U do?,EXO,hk,Hong Kong,Eastern Asia,What U do? hk,1,7/18/2017
941155,Open Up,Knock,hk,Hong Kong,Eastern Asia,Open Up hk,2,6/3/2017
941157,玻璃之情,張國榮,hk,Hong Kong,Eastern Asia,玻璃之情 hk,1,3/31/2017
941168,Truth To Power,OneRepublic,hk,Hong Kong,Eastern Asia,Truth To Power hk,1,6/29/2017
941174,Monster,EXO,hk,Hong Kong,Eastern Asia,Monster hk,1,1/1/2017
941179,第一個早晨,林奕匡,hk,Hong Kong,Eastern Asia,第一個早晨 hk,1,2/9/2017
941205,Ain't My Fault,Zara Larsson,hk,Hong Kong,Eastern Asia,Ain't My Fault hk,1,1/5/2017
941228,Cigarettes & Cush (feat. Kehlani),Stormzy,hk,Hong Kong,Eastern Asia,Cigarettes & Cush (feat. Kehlani) hk,1,3/3/2017
941251,Angel,Fifth Harmony,hk,Hong Kong,Eastern Asia,Angel hk,1,8/10/2017
941274,必殺技 - Live,古巨基,hk,Hong Kong,Eastern Asia,必殺技 - Live hk,191,1/1/2017
941275,Don't Wanna Know,Maroon 5,hk,Hong Kong,Eastern Asia,Don't Wanna Know hk,184,12/31/2016
941276,Believer,Imagine Dragons,hk,Hong Kong,Eastern Asia,Believer hk,193,2/2/2017
941277,天梯,C AllStar,hk,Hong Kong,Eastern Asia,天梯 hk,187,12/31/2016
941278,All We Know,The Chainsmokers,hk,Hong Kong,Eastern Asia,All We Know hk,189,12/31/2016
941282,Scared to Be Lonely,Martin Garrix,hk,Hong Kong,Eastern Asia,Scared to Be Lonely hk,200,1/26/2017
941283,In the Name of Love,Martin Garrix,hk,Hong Kong,Eastern Asia,In the Name of Love hk,198,12/31/2016
941284,I Feel It Coming,The Weeknd,hk,Hong Kong,Eastern Asia,I Feel It Coming hk,197,12/31/2016
941285,Despacito (Featuring Daddy Yankee),Luis Fonsi,hk,Hong Kong,Eastern Asia,Despacito (Featuring Daddy Yankee) hk,199,1/27/2017
941293,小幸运,陳以桐,hk,Hong Kong,Eastern Asia,小幸运 hk,192,12/31/2016
941301,Congratulations,Post Malone,hk,Hong Kong,Eastern Asia,Congratulations hk,183,2/11/2017
941307,下次愛你,張敬軒,hk,Hong Kong,Eastern Asia,下次愛你 hk,181,2/5/2017
941343,It's Gotta Be You,Isaiah,hk,Hong Kong,Eastern Asia,It's Gotta Be You hk,191,12/31/2016
943759,明明就,周杰倫,hk,Hong Kong,Eastern Asia,明明就 hk,205,12/31/2016
943760,突然好想你,五月天,hk,Hong Kong,Eastern Asia,突然好想你 hk,219,12/31/2016
943761,"See You Again (feat. Charlie Puth) - From ""Furious 7""",Wiz Khalifa,hk,Hong Kong,Eastern Asia,"See You Again (feat. Charlie Puth) - From ""Furious 7"" hk",220,12/31/2016
943762,Side To Side,Ariana Grande,hk,Hong Kong,Eastern Asia,Side To Side hk,211,12/31/2016
943764,That's What I Like,Bruno Mars,hk,Hong Kong,Eastern Asia,That's What I Like hk,214,12/31/2016
943765,All Night,The Vamps,hk,Hong Kong,Eastern Asia,All Night hk,216,12/31/2016
943766,無賴,鄭中基,hk,Hong Kong,Eastern Asia,無賴 hk,215,1/1/2017
943768,Issues,Julia Michaels,hk,Hong Kong,Eastern Asia,Issues hk,208,1/18/2017
943770,Call On Me - Ryan Riback Extended Remix,Starley,hk,Hong Kong,Eastern Asia,Call On Me - Ryan Riback Extended Remix hk,203,12/31/2016
943778,Paris,The Chainsmokers,hk,Hong Kong,Eastern Asia,Paris hk,214,1/12/2017
943779,傳聞,周柏豪,hk,Hong Kong,Eastern Asia,傳聞 hk,217,12/31/2016
943782,難得一遇,林奕匡,hk,Hong Kong,Eastern Asia,難得一遇 hk,208,1/16/2017
943789,她說,林俊傑,hk,Hong Kong,Eastern Asia,她說 hk,219,12/31/2016
943818,All Night,Girls' Generation,hk,Hong Kong,Eastern Asia,All Night hk,216,12/31/2016
946528,Cold Water (feat. Justin Bieber & MØ),Major Lazer,hk,Hong Kong,Eastern Asia,Cold Water (feat. Justin Bieber & MØ) hk,224,12/31/2016
946529,Alone,Alan Walker,hk,Hong Kong,Eastern Asia,Alone hk,225,12/31/2016
946530,Let Her Go,Passenger,hk,Hong Kong,Eastern Asia,Let Her Go hk,222,12/31/2016
946532,說好的幸福呢,周杰倫,hk,Hong Kong,Eastern Asia,說好的幸福呢 hk,225,12/31/2016
946533,One Call Away,Charlie Puth,hk,Hong Kong,Eastern Asia,One Call Away hk,223,12/31/2016
946534,Shape of You,Ed Sheeran,hk,Hong Kong,Eastern Asia,Shape of You hk,221,1/5/2017
946537,Solo Dance,Martin Jensen,hk,Hong Kong,Eastern Asia,Solo Dance hk,224,12/31/2016
946539,Stay With Me,Chanyeol,hk,Hong Kong,Eastern Asia,Stay With Me hk,222,12/31/2016
946540,驗傷,Janice Vidal,hk,Hong Kong,Eastern Asia,驗傷 hk,222,1/4/2017
946541,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,hk,Hong Kong,Eastern Asia,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)"" hk",224,12/31/2016
946543,Castle on the Hill,Ed Sheeran,hk,Hong Kong,Eastern Asia,Castle on the Hill hk,221,1/5/2017
946544,Versace On The Floor,Bruno Mars,hk,Hong Kong,Eastern Asia,Versace On The Floor hk,222,12/31/2016
946552,可惜沒如果,林俊傑,hk,Hong Kong,Eastern Asia,可惜沒如果 hk,224,12/31/2016
947743,Stay With Me,Sam Smith,hk,Hong Kong,Eastern Asia,Stay With Me hk,222,12/31/2016
949427,Bon Appétit,Katy Perry,hk,Hong Kong,Eastern Asia,Bon Appétit hk,39,4/27/2017
949428,"City Of Stars (Humming) - From ""La La Land"" Soundtrack",Justin Hurwitz,hk,Hong Kong,Eastern Asia,"City Of Stars (Humming) - From ""La La Land"" Soundtrack hk",36,1/27/2017
949429,Cake By The Ocean,DNCE,hk,Hong Kong,Eastern Asia,Cake By The Ocean hk,23,12/31/2016
949430,LOVE. FEAT. ZACARI.,Kendrick Lamar,hk,Hong Kong,Eastern Asia,LOVE. FEAT. ZACARI. hk,36,4/13/2017
949431,派對動物,五月天,hk,Hong Kong,Eastern Asia,派對動物 hk,23,3/28/2017
949432,New Man,Ed Sheeran,hk,Hong Kong,Eastern Asia,New Man hk,40,3/2/2017
949434,Heatstroke,Calvin Harris,hk,Hong Kong,Eastern Asia,Heatstroke hk,39,3/30/2017
949435,如果我們不曾相遇,五月天,hk,Hong Kong,Eastern Asia,如果我們不曾相遇 hk,27,1/1/2017
949437,The Greatest,Sia,hk,Hong Kong,Eastern Asia,The Greatest hk,31,12/31/2016
949438,差半步,Janice Vidal,hk,Hong Kong,Eastern Asia,差半步 hk,21,7/27/2017
949439,Feel It Still,Portugal. The Man,hk,Hong Kong,Eastern Asia,Feel It Still hk,30,7/17/2017
949441,Kong,側田,hk,Hong Kong,Eastern Asia,Kong hk,40,1/1/2017
949442,Shout Out to My Ex,Little Mix,hk,Hong Kong,Eastern Asia,Shout Out to My Ex hk,31,12/31/2016
949443,痛愛,容祖兒,hk,Hong Kong,Eastern Asia,痛愛 hk,21,3/6/2017
949444,"Summer Montage / Madeline - From ""La La Land"" Soundtrack",Justin Hurwitz,hk,Hong Kong,Eastern Asia,"Summer Montage / Madeline - From ""La La Land"" Soundtrack hk",38,1/26/2017
949445,舊街角,連詩雅,hk,Hong Kong,Eastern Asia,舊街角 hk,40,12/31/2016
949446,我的宣言,周柏豪,hk,Hong Kong,Eastern Asia,我的宣言 hk,25,12/31/2016
949448,Sorry Not Sorry,Demi Lovato,hk,Hong Kong,Eastern Asia,Sorry Not Sorry hk,36,7/12/2017
949449,算什麼男人,周杰倫,hk,Hong Kong,Eastern Asia,算什麼男人 hk,21,1/7/2017
949450,All My Love (feat. Conor Maynard),Cash Cash,hk,Hong Kong,Eastern Asia,All My Love (feat. Conor Maynard) hk,38,7/6/2017
949452,New Rules,Dua Lipa,hk,Hong Kong,Eastern Asia,New Rules hk,36,7/12/2017
949455,聽見下雨的聲音,周杰倫,hk,Hong Kong,Eastern Asia,聽見下雨的聲音 hk,30,1/7/2017
949456,Love On The Brain,Rihanna,hk,Hong Kong,Eastern Asia,Love On The Brain hk,35,2/27/2017
949457,Round and round (feat. Han Suji),HEIZE,hk,Hong Kong,Eastern Asia,Round and round (feat. Han Suji) hk,28,1/21/2017
949458,Capsize,FRENSHIP,hk,Hong Kong,Eastern Asia,Capsize hk,24,12/31/2016
949459,Ko Ko Bop,EXO,hk,Hong Kong,Eastern Asia,Ko Ko Bop hk,25,7/20/2017
949461,痛醒,Alfred Hui,hk,Hong Kong,Eastern Asia,痛醒 hk,28,1/2/2017
949463,"Herman’s Habit - From ""La La Land"" Soundtrack",Justin Hurwitz,hk,Hong Kong,Eastern Asia,"Herman’s Habit - From ""La La Land"" Soundtrack hk",40,1/26/2017
949464,Boys,Charli XCX,hk,Hong Kong,Eastern Asia,Boys hk,21,7/27/2017
949465,Into You,Ariana Grande,hk,Hong Kong,Eastern Asia,Into You hk,25,12/31/2016
949467,Middle,DJ Snake,hk,Hong Kong,Eastern Asia,Middle hk,28,12/31/2016
949475,Glorious (feat. Skylar Grey),Macklemore,hk,Hong Kong,Eastern Asia,Glorious (feat. Skylar Grey) hk,27,7/21/2017
949476,Trust Nobody (feat. Selena Gomez & Tory Lanez),Cashmere Cat,hk,Hong Kong,Eastern Asia,Trust Nobody (feat. Selena Gomez & Tory Lanez) hk,33,12/31/2016
949478,Fetish (feat. Gucci Mane),Selena Gomez,hk,Hong Kong,Eastern Asia,Fetish (feat. Gucci Mane) hk,34,7/12/2017
949479,IF YOU - KR ver.,BIGBANG,hk,Hong Kong,Eastern Asia,IF YOU - KR ver. hk,35,12/31/2016
949483,Hearts Don't Break Around Here,Ed Sheeran,hk,Hong Kong,Eastern Asia,Hearts Don't Break Around Here hk,34,3/2/2017
949484,"Planetarium - From ""La La Land"" Soundtrack",Justin Hurwitz,hk,Hong Kong,Eastern Asia,"Planetarium - From ""La La Land"" Soundtrack hk",40,1/26/2017
949485,High Without Your Love,Loote,hk,Hong Kong,Eastern Asia,High Without Your Love hk,38,6/10/2017
949486,One Last Time,Ariana Grande,hk,Hong Kong,Eastern Asia,One Last Time hk,32,6/4/2017
949491,Nancy Mulligan,Ed Sheeran,hk,Hong Kong,Eastern Asia,Nancy Mulligan hk,26,3/2/2017
949497,Fine,TAEYEON,hk,Hong Kong,Eastern Asia,Fine hk,25,2/27/2017
949501,Liability,Lorde,hk,Hong Kong,Eastern Asia,Liability hk,23,3/9/2017
949503,You are so beautiful,Eddy Kim,hk,Hong Kong,Eastern Asia,You are so beautiful hk,34,1/2/2017
949506,Magic,Thomas Gold,hk,Hong Kong,Eastern Asia,Magic hk,38,1/25/2017
949508,Uh Huh,Julia Michaels,hk,Hong Kong,Eastern Asia,Uh Huh hk,39,6/2/2017
949509,Lust for Life (with The Weeknd),Lana Del Rey,hk,Hong Kong,Eastern Asia,Lust for Life (with The Weeknd) hk,28,4/19/2017
949511,安全感,JW,hk,Hong Kong,Eastern Asia,安全感 hk,24,7/24/2017
949512,Blem,Drake,hk,Hong Kong,Eastern Asia,Blem hk,30,3/18/2017
949513,Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),Vice,hk,Hong Kong,Eastern Asia,Steady 1234 (feat. Jasmine Thompson & Skizzy Mars) hk,40,12/31/2016
949520,十年,陳奕迅,hk,Hong Kong,Eastern Asia,十年 hk,24,5/17/2017
949521,"Engagement Party - From ""La La Land"" Soundtrack",Justin Hurwitz,hk,Hong Kong,Eastern Asia,"Engagement Party - From ""La La Land"" Soundtrack hk",40,1/26/2017
949523,CHEER UP,TWICE,hk,Hong Kong,Eastern Asia,CHEER UP hk,28,12/31/2016
949525,BULLSHIT - KR Ver.,G-DRAGON,hk,Hong Kong,Eastern Asia,BULLSHIT - KR Ver. hk,22,6/8/2017
949528,任我行,陳奕迅,hk,Hong Kong,Eastern Asia,任我行 hk,22,12/31/2016
949529,Barcelona,Ed Sheeran,hk,Hong Kong,Eastern Asia,Barcelona hk,31,3/2/2017
949531,Back to You (feat. Bebe Rexha & Digital Farm Animals),Louis Tomlinson,hk,Hong Kong,Eastern Asia,Back to You (feat. Bebe Rexha & Digital Farm Animals) hk,28,7/20/2017
949532,淘汰(國),陳奕迅,hk,Hong Kong,Eastern Asia,淘汰(國) hk,35,5/17/2017
949533,Hymn For The Weekend - Seeb Remix,Coldplay,hk,Hong Kong,Eastern Asia,Hymn For The Weekend - Seeb Remix hk,33,12/31/2016
949545,"Hush (From Guardian [Original Television Soundtrack], Pt. 3)",Lasse Lindh,hk,Hong Kong,Eastern Asia,"Hush (From Guardian [Original Television Soundtrack], Pt. 3) hk",21,1/21/2017
949548,"The End - From ""La La Land"" Soundtrack",Justin Hurwitz,hk,Hong Kong,Eastern Asia,"The End - From ""La La Land"" Soundtrack hk",30,1/27/2017
949549,Wish,Urban Zakapa,hk,Hong Kong,Eastern Asia,Wish hk,24,1/16/2017
949555,動地驚天愛戀過,余春嬌,hk,Hong Kong,Eastern Asia,動地驚天愛戀過 hk,23,4/27/2017
949556,七友,梁漢文,hk,Hong Kong,Eastern Asia,七友 hk,22,7/5/2017
949558,Let's not fall in love - KR ver.,BIGBANG,hk,Hong Kong,Eastern Asia,Let's not fall in love - KR ver. hk,27,12/31/2016
949561,Somebody Else,VÉRITÉ,hk,Hong Kong,Eastern Asia,Somebody Else hk,33,12/31/2016
949562,Homemade Dynamite,Lorde,hk,Hong Kong,Eastern Asia,Homemade Dynamite hk,35,6/15/2017
949563,陽光點的歌,Kwan Gor,hk,Hong Kong,Eastern Asia,陽光點的歌 hk,40,12/31/2016
949565,Why,Sabrina Carpenter,hk,Hong Kong,Eastern Asia,Why hk,22,7/26/2017
949566,빨간 맛 Red Flavor,Red Velvet,hk,Hong Kong,Eastern Asia,빨간 맛 Red Flavor hk,28,7/8/2017
949574,Just the Way You Are,Bruno Mars,hk,Hong Kong,Eastern Asia,Just the Way You Are hk,22,2/11/2017
949582,明年今日,陳奕迅,hk,Hong Kong,Eastern Asia,明年今日 hk,39,12/31/2016
949594,Save Myself,Ed Sheeran,hk,Hong Kong,Eastern Asia,Save Myself hk,25,3/2/2017
949606,Rich Love (with Seeb),OneRepublic,hk,Hong Kong,Eastern Asia,Rich Love (with Seeb) hk,35,7/13/2017
949609,In The End,Linkin Park,hk,Hong Kong,Eastern Asia,In The End hk,21,7/20/2017
949617,REALLY REALLY,WINNER,hk,Hong Kong,Eastern Asia,REALLY REALLY hk,25,4/4/2017
949647,Eraser,Ed Sheeran,hk,Hong Kong,Eastern Asia,Eraser hk,28,3/2/2017
949649,Young,The Chainsmokers,hk,Hong Kong,Eastern Asia,Young hk,29,4/6/2017
949653,BOOMBAYAH - KR Ver.,BLACKPINK,hk,Hong Kong,Eastern Asia,BOOMBAYAH - KR Ver. hk,35,12/31/2016
949669,Oh Lord,MiC LOWRY,hk,Hong Kong,Eastern Asia,Oh Lord hk,25,12/31/2016
949671,LOYALTY. FEAT. RIHANNA.,Kendrick Lamar,hk,Hong Kong,Eastern Asia,LOYALTY. FEAT. RIHANNA. hk,30,4/13/2017
949688,天之驕女,容祖兒,hk,Hong Kong,Eastern Asia,天之驕女 hk,21,3/6/2017
949732,Bloodstream,The Chainsmokers,hk,Hong Kong,Eastern Asia,Bloodstream hk,21,4/6/2017
951886,羅生門,麥浚龍,hk,Hong Kong,Eastern Asia,羅生門 hk,226,12/31/2016
951887,後來的我們,五月天,hk,Hong Kong,Eastern Asia,後來的我們 hk,226,12/31/2016
951888,演員,薛之謙,hk,Hong Kong,Eastern Asia,演員 hk,226,12/31/2016
951889,你是你本身的傳奇,方皓玟,hk,Hong Kong,Eastern Asia,你是你本身的傳奇 hk,226,12/31/2016
951890,木紋,何韻詩,hk,Hong Kong,Eastern Asia,木紋 hk,226,12/31/2016
951891,百年不合,周柏豪,hk,Hong Kong,Eastern Asia,百年不合 hk,226,12/31/2016
951892,哪裡只得我共你,Dear Jane,hk,Hong Kong,Eastern Asia,哪裡只得我共你 hk,226,12/31/2016
951893,矛盾一生,JW,hk,Hong Kong,Eastern Asia,矛盾一生 hk,226,12/31/2016
951894,只知感覺失了蹤,Dear Jane,hk,Hong Kong,Eastern Asia,只知感覺失了蹤 hk,226,12/31/2016
951895,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,hk,Hong Kong,Eastern Asia,We Don't Talk Anymore (feat. Selena Gomez) hk,226,12/31/2016
951896,分手總約在雨天,方皓玟,hk,Hong Kong,Eastern Asia,分手總約在雨天 hk,226,12/31/2016
951897,"沒有你, 我甚麼都不是",陳柏宇,hk,Hong Kong,Eastern Asia,"沒有你, 我甚麼都不是 hk",226,12/31/2016
951898,囍帖街,謝安琪,hk,Hong Kong,Eastern Asia,囍帖街 hk,226,12/31/2016
951899,不許你注定一人,Dear Jane,hk,Hong Kong,Eastern Asia,不許你注定一人 hk,226,12/31/2016
951900,告白氣球,周杰倫,hk,Hong Kong,Eastern Asia,告白氣球 hk,226,12/31/2016
951903,Starboy,The Weeknd,hk,Hong Kong,Eastern Asia,Starboy hk,226,12/31/2016
951905,Don't Let Me Down,The Chainsmokers,hk,Hong Kong,Eastern Asia,Don't Let Me Down hk,226,12/31/2016
951907,"你,好不好? - Ending Theme Song of TVBS Series ""Life List""",Eric周興哲,hk,Hong Kong,Eastern Asia,"你,好不好? - Ending Theme Song of TVBS Series ""Life List"" hk",226,12/31/2016
951908,無盡,Supper Moment,hk,Hong Kong,Eastern Asia,無盡 hk,226,12/31/2016
951910,你瞞我瞞,陳柏宇,hk,Hong Kong,Eastern Asia,你瞞我瞞 hk,226,12/31/2016
951915,Sugar,Maroon 5,hk,Hong Kong,Eastern Asia,Sugar hk,226,12/31/2016
951917,時光機,Terence Siufay,hk,Hong Kong,Eastern Asia,時光機 hk,226,12/31/2016
951919,以後別做朋友,Eric周興哲,hk,Hong Kong,Eastern Asia,以後別做朋友 hk,226,12/31/2016
951920,月球下的人,Gin Lee,hk,Hong Kong,Eastern Asia,月球下的人 hk,226,12/31/2016
951922,Photograph,Ed Sheeran,hk,Hong Kong,Eastern Asia,Photograph hk,226,12/31/2016
951923,獨一無二,AGA,hk,Hong Kong,Eastern Asia,獨一無二 hk,226,12/31/2016
951924,Say You Won't Let Go,James Arthur,hk,Hong Kong,Eastern Asia,Say You Won't Let Go hk,226,12/31/2016
951925,不該,周杰倫,hk,Hong Kong,Eastern Asia,不該 hk,226,12/31/2016
951927,說散就散,JC,hk,Hong Kong,Eastern Asia,說散就散 hk,226,12/31/2016
951929,不為誰而作的歌,林俊傑,hk,Hong Kong,Eastern Asia,不為誰而作的歌 hk,226,12/31/2016
951932,幸福之歌,Supper Moment,hk,Hong Kong,Eastern Asia,幸福之歌 hk,226,12/31/2016
951933,耿耿於懷,麥浚龍,hk,Hong Kong,Eastern Asia,耿耿於懷 hk,226,12/31/2016
951937,24K Magic,Bruno Mars,hk,Hong Kong,Eastern Asia,24K Magic hk,226,12/31/2016
951942,Love Yourself,Justin Bieber,hk,Hong Kong,Eastern Asia,Love Yourself hk,226,12/31/2016
951948,Faded,Alan Walker,hk,Hong Kong,Eastern Asia,Faded hk,226,12/31/2016
951954,風箏,Supper Moment,hk,Hong Kong,Eastern Asia,風箏 hk,226,12/31/2016
951956,Let Me Love You,DJ Snake,hk,Hong Kong,Eastern Asia,Let Me Love You hk,226,12/31/2016
951964,原來她不夠愛我,Kwan Gor,hk,Hong Kong,Eastern Asia,原來她不夠愛我 hk,226,12/31/2016
951978,Closer,The Chainsmokers,hk,Hong Kong,Eastern Asia,Closer hk,226,12/31/2016
951982,Treat You Better,Shawn Mendes,hk,Hong Kong,Eastern Asia,Treat You Better hk,226,12/31/2016
951983,經過一些秋與冬,Dear Jane,hk,Hong Kong,Eastern Asia,經過一些秋與冬 hk,226,12/31/2016
951987,Starving,Hailee Steinfeld,hk,Hong Kong,Eastern Asia,Starving hk,226,12/31/2016
952004,命硬,側田,hk,Hong Kong,Eastern Asia,命硬 hk,226,12/31/2016
952070,Thinking Out Loud,Ed Sheeran,hk,Hong Kong,Eastern Asia,Thinking Out Loud hk,226,12/31/2016
952076,別來無恙,陳柏宇,hk,Hong Kong,Eastern Asia,別來無恙 hk,226,12/31/2016
952080,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,hk,Hong Kong,Eastern Asia,Rockabye (feat. Sean Paul & Anne-Marie) hk,226,12/31/2016
962282,"Mia & Sebastian’s Theme - From ""La La Land"" Soundtrack",Justin Hurwitz,hk,Hong Kong,Eastern Asia,"Mia & Sebastian’s Theme - From ""La La Land"" Soundtrack hk",55,1/22/2017
962283,Love Me Now,John Legend,hk,Hong Kong,Eastern Asia,Love Me Now hk,54,12/31/2016
